source;intermediate;destination;with_ixp;percentage;total_paths;provider;avg_path_length;avg_latency;destination_countries;ids
3320: Deutsche Telekom;(3356: Level 3 AS 3356);20473: Choopa, LLC;0;30.19;1209;Vultr;5.58;('NL', 44.78),('GB', 46.5),('DE', 47.117),('FR', 48.038);('GB', 124),('FR', 105),('DE', 69),('NL', 67);[5295, 5395, 5424, 5440, 5530, 5532, 5533, 5536, 5537, 5538, 5541, 5543, 5552, 5581, 5582, 5583, 5584, 5585, 5606, 5617, 43787, 89399, 89429, 89430, 89444, 89445, 89446, 89447, 89448, 89455, 89476, 89495, 89496, 89498, 89499, 89501, 89502, 89515, 89523, 89539, 89541, 89542, 89544, 89548, 89555, 89558, 89565, 89566, 97785, 152915, 152928, 152929, 152930, 152931, 152932, 152935, 152936, 152945, 152947, 152948, 152951, 152953, 152961, 152962, 152963, 152986, 152987, 153000, 153048, 153050, 153052, 153071, 153072, 153073, 153096, 153103, 153104, 153111, 214990, 214992, 214994, 215001, 215024, 215030, 215034, 215043, 215046, 215047, 215050, 215056, 215116, 215119, 215120, 215121, 215122, 215125, 215126, 215134, 215145, 215146, 215148, 215159, 215161, 215171, 215172, 215248, 215264, 215265, 215266, 215270, 215274, 215276, 215288, 215303, 278979, 278984, 278985, 278988, 278995, 279002, 279012, 279017, 279021, 279025, 279030, 279036, 279037, 279041, 279042, 279096, 279097, 279100, 279107, 279194, 279205, 279217, 279221, 279256, 279257, 279259, 279261, 279262, 279265, 279266, 279268, 279275, 279278, 279279, 279286, 279289, 279293, 279297, 279303, 279310, 279314, 279318, 279323, 344616, 344620, 344631, 344633, 344634, 344652, 344705, 344709, 344714, 344715, 344756, 344798, 344829, 344855, 344857, 344858, 344861, 344863, 344866, 344870, 344878, 344889, 344915, 344917, 344919, 344920, 344926, 344930, 344935, 344936, 344937, 344940, 353352, 391177, 391185, 391186, 391193, 391229, 391240, 391354, 391399, 391438, 391442, 391444, 391455, 391458, 391494, 391495, 391505, 391507, 391509, 391519, 391520, 391521, 391522, 391523, 391529, 391533, 391564, 391565, 391578, 429781, 429787, 429801, 459162, 459168, 459172, 459174, 459176, 459200, 459202, 459208, 459209, 459218, 459219, 459220, 459227, 459275, 459277, 459281, 459283, 459285, 459287, 459289, 459290, 459291, 459295, 459297, 459298, 459299, 459300, 459322, 459326, 459327, 459333, 459338, 459339, 459341, 459342, 459345, 459353, 459354, 459362, 459369, 459371, 459372, 459374, 459376, 459379, 459383, 459388, 459389, 459390, 459413, 459424, 459425, 459427, 459432, 459444, 459450, 459454, 459455, 459457, 459458, 459459, 459461, 459463, 459465, 459468, 459470, 459471, 459472, 459475, 459484, 459493, 459500, 459510, 459517, 527993, 527996, 528003, 528006, 528008, 528012, 528013, 528014, 528015, 528016, 528019, 528020, 528021, 528027, 528028, 528029, 528036, 528040, 528041, 528047, 528048, 528049, 528050, 528053, 528057, 528070, 528074, 528078, 528086, 528093, 528097, 528129, 528132, 528133, 528147, 528153, 528161, 528167, 528174, 528177, 528180, 528181, 528182, 528188, 528193, 528194, 528197, 528198, 528206, 528218, 528220, 528221, 528226, 528234, 528243, 528406, 528408, 528411, 528413, 528414, 528418, 528429, 528448, 528449, 528450, 528453, 528464, 528467, 528479, 528483]
3320: Deutsche Telekom;(1299: Telia Carrier);20473: Choopa, LLC;0;10.753;1209;Vultr;8.1;('NL', 54.029),('GB', 62.264);('GB', 75),('NL', 55);[5390, 5392, 5397, 5414, 5415, 5416, 5428, 5436, 5438, 5442, 5444, 5445, 5449, 5561, 5609, 89379, 89384, 89406, 89504, 89505, 89507, 89508, 89509, 89510, 89512, 89514, 89516, 89518, 89519, 89549, 89552, 89554, 89564, 152989, 152991, 153005, 153013, 153051, 153054, 153061, 153065, 153066, 153074, 153077, 153078, 153080, 153086, 153087, 153088, 153089, 153094, 153097, 153099, 153101, 153106, 153108, 215004, 215007, 215011, 215012, 215013, 215019, 215025, 215042, 215052, 215249, 215252, 215253, 215256, 215267, 215272, 215278, 215280, 215283, 215285, 215286, 215287, 215291, 215292, 215293, 215294, 215295, 215298, 215305, 215306, 279196, 279207, 279208, 279210, 279211, 279214, 279222, 279223, 279232, 279233, 279234, 279235, 279236, 279267, 279270, 279274, 279300, 279304, 279311, 279312, 279320, 344794, 344799, 344801, 344807, 344849, 391331, 391355, 391359, 391363, 391403, 391406, 391525, 391571, 528099, 528106, 528108, 528143, 528148, 528158, 528162, 528425, 528426, 528471, 528480]
3320: Deutsche Telekom;(2914: NTT Global IP Network);20473: Choopa, LLC;0;7.444;1209;Vultr;7.99;('DE', 49.5),('GB', 57.888);('GB', 89),('DE', 1);[5540, 5545, 5547, 5548, 5549, 5550, 5553, 5554, 5565, 5566, 5568, 5569, 5571, 5572, 5573, 5589, 5591, 5593, 5607, 5612, 5615, 16663, 344867, 344871, 344872, 344873, 344874, 344875, 344881, 344883, 344884, 344886, 344887, 344888, 344890, 344892, 344896, 344902, 344905, 344931, 344933, 344938, 344939, 391510, 391514, 391531, 391532, 391535, 391537, 391538, 391540, 391541, 391542, 391559, 391562, 391567, 391569, 391572, 391573, 391580, 459451, 459453, 459460, 459464, 459466, 459467, 459469, 459478, 459479, 459482, 459485, 459487, 459506, 459507, 459508, 459509, 459512, 459515, 459522, 528415, 528420, 528421, 528422, 528442, 528443, 528452, 528457, 528460, 528461, 528481]
3320: Deutsche Telekom;(3209: Vodafone Germany), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;1.158;1209;Vultr;6.93;('DE', 29.0),('NL', 33.333),('GB', 42.1),('FR', 113.833);('GB', 5),('FR', 3),('NL', 3),('DE', 3);[5539, 43797, 89468, 89506, 89545, 215009, 279132, 344727, 344806, 344864, 391351, 459317, 459343, 459511]
3320: Deutsche Telekom;(5626: Unknown), (9186: OniTelecom), (13156: Cabovisao, televisao por cabovisao, sa), (6453: Tata Communications), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.579;1209;Vultr;12.0;('GB', 96.0),('FR', 102.5),('NL', 148.0);('FR', 3),('GB', 3),('NL', 1);[186946, 186962, 186977, 248917, 248944, 310319, 310337]
3320: Deutsche Telekom;(13110: Unknown), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.496;1209;Vultr;8.83;('NL', 39.5),('DE', 41.0),('FR', 45.667),('GB', 51.5);('FR', 3),('DE', 1),('NL', 1),('GB', 1);[353371, 353547, 468148, 537330, 537535, 537580]
3320: Deutsche Telekom;(5617: Orange Polska S.A.), (1299: Telia Carrier);20473: Choopa, LLC;0;0.331;1209;Vultr;8.0;('NL', 33.0),('GB', 55.333);('GB', 3),('NL', 1);[97938, 353422, 353600, 468104]
3320: Deutsche Telekom;(45011: A3 Sverige), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.331;1209;Vultr;9.0;('DE', 44.5),('GB', 46.5),('NL', 48.5),('FR', 62.5);('NL', 1),('FR', 1),('DE', 1),('GB', 1);[303921, 303938, 303955, 303974]
3320: Deutsche Telekom;(12810: Unknown), (15994: A1 Hrvatska), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.248;1209;Vultr;6.0;('FR', 66.5),('NL', 137.5),('GB', 266.5);('FR', 1),('GB', 1),('NL', 1);[116664, 116684, 116711]
3320: Deutsche Telekom;(6830: Liberty Global), (3257: GTT Communications (AS3257));20473: Choopa, LLC;0;0.248;1209;Vultr;7.67;('DE', 26.5),('FR', 30.0),('NL', 49.0);('DE', 1),('FR', 1),('NL', 1);[344632, 344706, 528109]
3320: Deutsche Telekom;(5626: Unknown), (9186: OniTelecom), (13156: Cabovisao, televisao por cabovisao, sa), (6939: Hurricane Electric), (1299: Telia Carrier), (6939: Hurricane Electric);20473: Choopa, LLC;0;0.248;1209;Vultr;11.67;('FR', 87.0),('NL', 126.0),('DE', 140.0);('FR', 1),('DE', 1),('NL', 1);[427806, 427821, 427832]
3320: Deutsche Telekom;(3209: Vodafone Germany), (1273: Vodafone Global Network), (3257: GTT Communications (AS3257));20473: Choopa, LLC;0;0.165;1209;Vultr;9.0;('FR', 31.0),('DE', 47.0);('FR', 1),('DE', 1);[5301, 43651]
3320: Deutsche Telekom; ;20473: Choopa, LLC;0;0.165;1209;Vultr;3.0;('FR', 47.667);('FR', 2);[5368, 89472]
3320: Deutsche Telekom;(6830: Liberty Global), (1299: Telia Carrier);20473: Choopa, LLC;0;0.165;1209;Vultr;11.0;('NL', 43.0),('GB', 51.5);('NL', 1),('GB', 1);[344841, 459497]
3320: Deutsche Telekom;(3352: Telefonica de España), (12956: Telxius Cable), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.083;1209;Vultr;7.0;('FR', 43.0);('FR', 1);[69653]
3320: Deutsche Telekom;(34878: Karlsruhe Institute of Technology (KIT)), (553: BelWue), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.083;1209;Vultr;9.0;('FR', 43.5);('FR', 1);[152941]
3320: Deutsche Telekom;(5610: Unknown), (3356: Level 3 AS 3356), (3257: GTT Communications (AS3257));20473: Choopa, LLC;0;0.083;1209;Vultr;8.0;('DE', 27.0);('DE', 1);[228834]
3320: Deutsche Telekom;(5626: Unknown), (9186: OniTelecom), (6453: Tata Communications), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.083;1209;Vultr;12.0;('NL', 106.0);('NL', 1);[248984]
3320: Deutsche Telekom;(9145: EWETel), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.083;1209;Vultr;7.0;('FR', 55.5);('FR', 1);[279044]
3320: Deutsche Telekom;(12897: ENTEGA Medianet), (3257: GTT Communications (AS3257));20473: Choopa, LLC;0;0.083;1209;Vultr;7.0;('NL', 133.0);('NL', 1);[391367]
3320: Deutsche Telekom;(60294: Deutsche Glasfaser GmbH), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.083;1209;Vultr;4.0;('FR', 78.0);('FR', 1);[391502]
3320: Deutsche Telekom;(5391: Croatian Telecom), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.083;1209;Vultr;7.0;('DE', 32.5);('DE', 1);[421714]
3320: Deutsche Telekom;(5626: Unknown), (9186: OniTelecom), (13156: Cabovisao, televisao por cabovisao, sa), (6939: Hurricane Electric);20473: Choopa, LLC;0;0.083;1209;Vultr;11.0;('GB', 130.5);('GB', 1);[427839]
3320: Deutsche Telekom;(5603: Telekom Slovenije), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.083;1209;Vultr;5.0;('FR', 58.0);('FR', 1);[429796]
3320: Deutsche Telekom;(13110: Unknown), (29314: VECTRA);20473: Choopa, LLC;0;0.083;1209;Vultr;7.0;('NL', 47.5);('NL', 1);[467921]
3320: Deutsche Telekom;(5617: Orange Polska S.A.), (5511: Orange), (3356: Level 3 AS 3356);20473: Choopa, LLC;0;0.083;1209;Vultr;8.0;('FR', 38.0);('FR', 1);[468152]
3320: Deutsche Telekom;(204301: Unknown), (20804: EXATEL SA);20473: Choopa, LLC;0;0.083;1209;Vultr;5.0;('GB', 53.5);('GB', 1);[537622]
3320: Deutsche Telekom;(49115: E-MAX INTERNET & IT), (29405: VNET a.s.);20473: Choopa, LLC;0;0.083;1209;Vultr;7.0;('NL', 33.0);('NL', 1);[546436]
3320: Deutsche Telekom;(49115: E-MAX INTERNET & IT), (201011: Unknown);20473: Choopa, LLC;1;0.496;1209;Vultr;9.0;('DE', 26.5),('FR', 35.75),('GB', 38.5);('FR', 2),('DE', 2),('GB', 2);[408784, 408854, 408908, 546372, 546520, 546588]
3320: Deutsche Telekom;(9145: EWETel);20473: Choopa, LLC;1;0.331;1209;Vultr;6.75;('NL', 39.0),('GB', 48.75);('NL', 2),('GB', 2);[279325, 344876, 391347, 459480]
3320: Deutsche Telekom;(204301: Unknown), (20804: EXATEL SA);20473: Choopa, LLC;1;0.248;1209;Vultr;6.0;('FR', 35.0),('DE', 39.0),('GB', 54.0);('DE', 1),('GB', 1),('FR', 1);[399863, 400035, 537362]
3320: Deutsche Telekom;(8881: 1&1 Versatel Deutschland GmbH), (2914: NTT Global IP Network);20473: Choopa, LLC;1;0.165;1209;Vultr;8.5;('FR', 38.25);('FR', 2);[5340, 344736]
3320: Deutsche Telekom;(39869: Sitel sp. z o.o.), (20804: EXATEL SA);20473: Choopa, LLC;1;0.165;1209;Vultr;7.0;('DE', 37.0),('FR', 50.5);('DE', 1),('FR', 1);[223226, 223388]
3320: Deutsche Telekom;(39869: Sitel sp. z o.o.), (9002: RETN);20473: Choopa, LLC;1;0.165;1209;Vultr;6.5;('NL', 26.0),('GB', 30.0);('NL', 1),('GB', 1);[223308, 223532]
3320: Deutsche Telekom;(8339: Kabelplus GmbH);20473: Choopa, LLC;1;0.165;1209;Vultr;4.5;('DE', 39.5),('NL', 78.0);('NL', 1),('DE', 1);[301907, 301967]
3320: Deutsche Telekom;(8339: Kabelplus GmbH), (201011: Unknown);20473: Choopa, LLC;1;0.165;1209;Vultr;6.5;('FR', 46.5),('GB', 93.0);('FR', 1),('GB', 1);[301950, 302034]
3320: Deutsche Telekom;(8881: 1&1 Versatel Deutschland GmbH);20473: Choopa, LLC;1;0.165;1209;Vultr;5.0;('NL', 47.0),('DE', 70.0);('DE', 1),('NL', 1);[391221, 459151]
3320: Deutsche Telekom;(25144: Unknown), (8400: TSSRB - Telekom Srbija);20473: Choopa, LLC;1;0.165;1209;Vultr;7.0;('DE', 60.5),('GB', 66.5);('DE', 1),('GB', 1);[566704, 566725]
3320: Deutsche Telekom;(3257: GTT Communications (AS3257)), (6805: Telefónica Germany GmbH & Co. OHG), (2914: NTT Global IP Network);20473: Choopa, LLC;1;0.083;1209;Vultr;6.0;('FR', 81.0);('FR', 1);[5360]
3320: Deutsche Telekom;(20810: Netcom Kassel), (6939: Hurricane Electric);20473: Choopa, LLC;1;0.083;1209;Vultr;5.0;('GB', 43.5);('GB', 1);[5542]
3320: Deutsche Telekom;(25248: Radiokomunikace), (29208: Dial Telecom);20473: Choopa, LLC;1;0.083;1209;Vultr;13.0;('DE', 25.5);('DE', 1);[167243]
3320: Deutsche Telekom;(41110: Unknown), (8767: M-net Telekommunikations GmbH);20473: Choopa, LLC;1;0.083;1209;Vultr;6.0;('NL', 29.0);('NL', 1);[279276]
3320: Deutsche Telekom;(201019: Unknown), (29314: VECTRA);20473: Choopa, LLC;1;0.083;1209;Vultr;4.0;('NL', 126.0);('NL', 1);[353445]
3320: Deutsche Telekom;(58243: TELE AG);20473: Choopa, LLC;1;0.083;1209;Vultr;7.0;('DE', 41.5);('DE', 1);[391242]
3320: Deutsche Telekom;(58243: TELE AG), (6939: Hurricane Electric);20473: Choopa, LLC;1;0.083;1209;Vultr;10.0;('FR', 42.5);('FR', 1);[391478]
3320: Deutsche Telekom;(49115: E-MAX INTERNET & IT), (29405: VNET a.s.);20473: Choopa, LLC;1;0.083;1209;Vultr;8.0;('NL', 33.5);('NL', 1);[408724]
3320: Deutsche Telekom;(12810: Unknown), (15994: A1 Hrvatska), (8447: A1 Telekom Austria AG);20473: Choopa, LLC;1;0.083;1209;Vultr;8.0;('DE', 63.0);('DE', 1);[421721]
3320: Deutsche Telekom;(3356: Level 3 AS 3356);31898: Oracle Cloud Infrastructure;0;28.571;1267;Oracle;5.86;('DE', 42.381),('NL', 44.516),('CH', 50.062),('GB', 52.571);('CH', 114),('DE', 96),('NL', 78),('GB', 74);[6102, 6120, 6122, 6148, 6150, 6152, 6162, 6167, 6169, 6184, 6323, 6347, 6362, 6374, 6383, 6400, 6401, 6402, 6403, 6404, 6435, 6446, 6454, 6459, 6466, 6469, 6476, 6488, 6491, 6499, 6542, 6546, 44168, 44230, 44244, 44252, 44268, 44269, 44276, 44291, 44296, 44298, 44302, 44303, 44319, 44321, 44322, 44327, 44348, 44350, 44353, 44356, 44360, 89818, 89829, 89841, 89842, 89845, 89849, 89850, 89853, 89870, 89874, 89875, 89877, 89887, 89900, 89901, 89914, 89966, 90190, 90199, 90213, 90218, 90222, 90229, 90235, 90236, 90240, 90289, 90290, 90291, 90294, 90297, 90298, 90321, 90322, 90327, 90332, 90341, 153504, 153524, 153541, 153545, 153721, 153735, 153739, 153792, 153817, 153830, 153892, 153921, 153943, 161942, 162932, 215900, 215902, 215905, 215909, 215910, 215911, 215914, 215939, 215945, 215953, 215967, 215969, 215982, 215983, 216000, 216001, 216005, 216010, 216026, 216031, 216032, 216033, 216044, 216045, 216046, 216050, 216073, 216074, 216075, 216085, 216086, 216089, 216091, 216103, 216282, 216302, 216311, 216332, 216333, 216347, 216350, 279570, 279574, 279579, 279580, 279594, 279604, 279611, 279714, 279715, 279717, 279929, 279947, 279948, 279949, 279950, 279952, 280153, 280171, 280172, 280177, 280184, 280188, 287488, 345617, 345624, 345632, 345635, 345644, 345670, 345675, 345682, 345689, 345691, 345693, 345694, 345743, 345749, 345750, 345753, 345762, 345773, 345781, 345793, 345794, 345821, 345834, 345850, 345856, 345860, 345861, 345862, 345863, 345866, 345870, 345902, 345909, 345910, 345914, 345916, 345923, 345926, 345929, 392232, 392303, 392304, 392306, 392307, 392311, 392313, 392351, 392354, 392355, 392358, 392374, 392377, 392379, 392380, 392381, 392382, 392390, 392403, 392417, 392418, 392419, 392421, 392426, 392427, 392428, 392478, 392493, 392514, 429870, 460287, 460290, 460295, 460296, 460299, 460300, 460302, 460304, 460305, 460306, 460307, 460312, 460315, 460320, 460336, 460337, 460344, 460345, 460348, 460354, 460357, 460359, 460361, 460364, 460366, 460384, 460387, 460390, 460395, 460434, 460435, 460436, 460438, 460440, 460442, 460443, 460451, 460468, 460469, 460471, 460472, 460477, 460478, 460481, 460485, 460488, 460490, 460492, 460494, 460496, 460499, 460528, 460530, 460531, 460534, 460536, 460567, 460568, 460569, 460571, 460579, 460582, 460586, 460618, 460619, 460622, 460624, 460625, 460626, 460633, 529035, 529036, 529040, 529046, 529088, 529124, 529126, 529127, 529128, 529129, 529130, 529134, 529141, 529143, 529147, 529174, 529176, 529179, 529180, 529182, 529188, 529198, 529200, 529208, 529209, 529211, 529280, 529284, 529285, 529287, 529289, 529297, 529299, 529300, 529315, 529329, 529336, 529337, 529338, 529339, 529342, 529364, 529365, 529366, 529369, 529370, 529405, 529408, 529419, 529420, 529421, 529434, 529435, 529437]
3320: Deutsche Telekom;(1299: Telia Carrier);31898: Oracle Cloud Infrastructure;0;27.782;1267;Oracle;7.41;('DE', 42.799),('CH', 46.674),('NL', 50.567),('GB', 55.212);('CH', 166),('GB', 73),('DE', 68),('NL', 45);[6110, 6116, 6117, 6126, 6129, 6133, 6134, 6137, 6138, 6155, 6174, 6176, 6177, 6188, 6194, 6329, 6332, 6334, 6336, 6346, 6379, 6392, 6394, 6395, 6397, 6405, 6406, 6409, 6411, 6431, 6442, 6444, 6450, 6451, 6452, 6465, 6467, 6473, 6505, 6509, 6517, 6524, 6536, 44166, 44173, 44175, 44176, 44182, 44185, 44205, 44206, 44233, 44239, 44241, 44250, 44253, 44265, 44272, 44278, 44281, 44304, 44305, 44308, 44325, 44328, 44329, 44330, 44339, 44341, 44344, 44345, 44349, 44351, 44361, 89812, 89813, 89815, 89816, 89817, 89821, 89822, 89838, 89840, 89843, 89844, 89848, 89851, 89856, 89858, 89861, 89862, 89878, 89879, 89881, 89882, 89902, 89907, 89911, 89934, 89938, 89939, 90194, 90206, 90215, 90230, 90292, 90308, 90331, 90350, 153490, 153496, 153511, 153515, 153518, 153527, 153531, 153542, 153544, 153546, 153727, 153736, 153795, 153796, 153812, 153818, 153820, 153822, 153824, 153826, 153838, 153841, 153847, 153851, 153895, 153914, 153919, 153926, 153941, 215915, 215916, 215919, 215925, 215928, 215933, 215950, 215957, 215959, 215960, 215981, 216004, 216008, 216048, 216051, 216052, 216055, 216059, 216076, 216077, 216079, 216080, 216081, 216087, 216088, 216090, 216093, 216097, 216101, 216102, 216287, 216289, 216306, 216310, 216317, 216339, 279560, 279578, 279581, 279582, 279587, 279588, 279602, 279609, 279702, 279729, 279732, 279733, 279959, 280156, 280157, 280161, 280167, 280173, 280174, 280176, 280179, 280180, 280181, 280183, 280189, 280190, 280191, 280194, 280196, 345619, 345639, 345641, 345652, 345684, 345719, 345772, 345784, 345789, 345790, 345791, 345797, 345802, 345828, 345836, 345840, 345843, 345844, 345857, 345858, 345864, 345865, 345868, 345875, 345879, 345880, 345881, 345883, 345884, 345887, 345896, 345897, 345901, 345913, 345927, 345928, 345930, 345931, 345932, 345937, 354530, 392235, 392247, 392248, 392251, 392273, 392281, 392283, 392288, 392289, 392352, 392361, 392378, 392386, 392388, 392391, 392392, 392393, 392395, 392396, 392402, 392412, 392414, 392424, 392430, 392432, 392435, 392438, 392444, 392447, 392449, 392453, 392462, 392465, 392468, 392476, 392482, 392519, 392520, 460470, 460474, 460476, 460480, 460489, 460491, 460493, 460495, 460497, 460502, 460507, 460523, 460529, 460532, 460535, 460538, 460541, 460544, 460554, 529038, 529044, 529050, 529051, 529053, 529064, 529084, 529085, 529090, 529096, 529098, 529106, 529109, 529111, 529113, 529139, 529144, 529151, 529153, 529158, 529162, 529167, 529168, 529178, 529187, 529201, 529205, 529206, 529283, 529288, 529296, 529302, 529304, 529307, 529311, 529322, 529327, 529328, 529340, 529343, 529344, 529345, 529346, 529348, 529354, 529355, 529357, 529376, 529384, 529401, 636127]
3320: Deutsche Telekom;(3257: GTT Communications (AS3257));31898: Oracle Cloud Infrastructure;0;23.757;1267;Oracle;6.17;('DE', 30.626),('NL', 35.662),('GB', 57.248);('GB', 162),('DE', 103),('NL', 36);[6101, 6107, 6109, 6123, 6131, 6161, 6163, 6326, 6340, 6341, 6343, 6355, 6360, 6361, 6366, 6368, 6373, 6474, 6475, 6481, 6482, 6483, 6486, 6490, 6502, 6504, 6507, 6510, 6520, 6533, 6534, 6539, 44162, 44164, 44187, 44188, 44196, 44200, 44203, 44223, 44224, 44225, 44229, 44231, 44267, 44320, 44363, 89890, 89891, 89892, 89895, 89896, 89897, 89903, 89906, 89927, 89955, 90195, 90225, 90226, 90227, 90287, 90288, 90293, 90304, 90326, 90328, 90329, 90333, 90340, 90347, 90349, 90354, 153488, 153499, 153503, 153509, 153523, 153528, 153529, 153539, 153540, 153700, 153707, 153709, 153724, 153733, 153741, 153894, 153912, 153916, 153920, 153933, 153936, 153939, 153944, 215907, 215908, 215912, 215913, 215934, 215942, 215944, 215946, 215954, 215968, 215970, 215974, 215976, 216284, 216285, 216286, 216288, 216290, 216296, 216297, 216301, 216309, 216321, 216329, 216330, 216335, 216343, 216345, 279569, 279573, 279575, 279576, 279597, 279606, 279612, 279711, 279720, 279726, 279736, 279737, 279748, 279750, 345608, 345612, 345613, 345615, 345620, 345621, 345625, 345626, 345627, 345628, 345631, 345633, 345634, 345666, 345667, 345668, 345669, 345674, 345676, 345685, 345776, 345777, 345778, 345779, 345782, 345783, 345786, 345787, 345798, 345807, 345827, 345831, 345832, 345833, 345835, 345837, 345838, 345839, 345842, 392209, 392214, 392215, 392219, 392220, 392222, 392228, 392234, 392240, 392249, 392257, 392264, 392266, 392268, 392269, 392271, 392272, 392275, 392284, 392292, 392298, 392299, 392450, 392451, 392452, 392454, 392455, 392456, 392457, 392458, 392459, 392460, 392461, 392463, 392464, 392466, 392467, 392470, 392471, 392474, 392492, 392501, 392503, 392508, 392509, 392511, 392512, 392513, 392515, 392516, 392518, 392522, 392525, 392526, 392529, 392538, 460294, 460298, 460301, 460343, 460352, 460374, 460376, 460558, 460561, 460563, 460564, 460565, 460566, 460570, 460572, 460574, 460575, 460577, 460578, 460581, 460614, 460617, 460620, 460641, 460642, 529029, 529030, 529033, 529034, 529037, 529041, 529042, 529045, 529048, 529054, 529060, 529061, 529065, 529071, 529077, 529078, 529079, 529080, 529081, 529082, 529083, 529086, 529087, 529094, 529095, 529107, 529110, 529115, 529121, 529122, 529123, 529138, 529156, 529170, 529175, 529177, 529184, 529185, 529192, 529193, 529196, 529199, 636201]
3320: Deutsche Telekom;(2914: NTT Global IP Network);31898: Oracle Cloud Infrastructure;0;8.366;1267;Oracle;8.19;('NL', 43.646),('GB', 58.0);('NL', 105),('GB', 1);[215990, 215993, 215994, 215995, 216007, 216009, 216011, 216013, 216017, 216021, 216024, 216030, 216035, 216037, 216042, 279931, 279934, 279943, 279953, 279956, 279962, 279965, 345690, 345697, 345701, 345702, 345708, 345709, 345710, 345712, 345720, 345721, 345722, 345723, 345725, 345726, 345729, 345739, 345742, 345747, 345751, 345754, 345759, 345761, 392315, 392319, 392320, 392326, 392327, 392329, 392339, 392343, 392360, 392364, 392370, 460382, 460385, 460386, 460393, 460396, 460400, 460401, 460402, 460405, 460406, 460408, 460411, 460413, 460414, 460416, 460417, 460418, 460423, 460429, 460430, 460433, 460437, 460444, 460445, 460449, 460450, 460458, 460461, 529372, 529373, 529374, 529375, 529378, 529380, 529381, 529383, 529387, 529390, 529395, 529396, 529398, 529403, 529407, 529411, 529413, 529416, 529426, 529429, 529432, 529442, 659554]
3320: Deutsche Telekom; ;31898: Oracle Cloud Infrastructure;0;4.815;1267;Oracle;4.44;('CH', 28.5),('GB', 50.0),('NL', 57.593),('DE', 70.483);('NL', 30),('DE', 29),('CH', 1),('GB', 1);[6097, 6098, 6099, 6111, 6130, 6145, 6160, 6331, 6339, 6364, 6372, 6388, 44159, 44160, 44183, 44195, 44220, 44221, 44226, 44227, 89827, 89889, 89893, 89898, 89909, 89910, 89930, 89932, 89956, 89958, 90202, 90207, 90212, 90224, 90241, 153486, 153500, 153501, 153505, 153525, 153538, 153543, 153696, 153719, 153720, 153722, 153723, 153731, 215935, 215938, 215941, 215971, 215978, 215979, 216002, 345679, 345713, 345830, 392353, 460371, 529133]
3320: Deutsche Telekom;(3209: Vodafone Germany), (3356: Level 3 AS 3356);31898: Oracle Cloud Infrastructure;0;0.71;1267;Oracle;7.89;('NL', 23.0),('DE', 38.5),('CH', 39.7),('GB', 124.75);('CH', 5),('GB', 2),('DE', 1),('NL', 1);[89855, 216062, 345841, 392433, 392445, 460365, 460446, 460505, 529075]
3320: Deutsche Telekom;(12810: Unknown), (15994: A1 Hrvatska), (3356: Level 3 AS 3356);31898: Oracle Cloud Infrastructure;0;0.552;1267;Oracle;6.57;('CH', 152.25),('DE', 269.0),('NL', 322.0),('GB', 339.75);('NL', 2),('CH', 2),('GB', 2),('DE', 1);[116957, 116988, 117033, 117060, 422206, 422242, 422336]
3320: Deutsche Telekom;(49115: E-MAX INTERNET & IT), (1299: Telia Carrier);31898: Oracle Cloud Infrastructure;0;0.552;1267;Oracle;11.86;('DE', 23.0),('CH', 34.25),('NL', 35.75),('GB', 47.25);('GB', 2),('CH', 2),('NL', 2),('DE', 1);[409425, 409472, 409604, 547333, 547407, 547477, 547519]
3320: Deutsche Telekom;(3209: Vodafone Germany);31898: Oracle Cloud Infrastructure;0;0.474;1267;Oracle;5.5;('DE', 41.0),('NL', 48.5);('NL', 3),('DE', 3);[44181, 44240, 44251, 153508, 279724, 529440]
3320: Deutsche Telekom;(6830: Liberty Global), (1299: Telia Carrier);31898: Oracle Cloud Infrastructure;0;0.395;1267;Oracle;9.2;('DE', 29.0),('GB', 32.0),('CH', 36.0),('NL', 37.0);('CH', 2),('DE', 1),('NL', 1),('GB', 1);[6154, 345718, 345886, 460550, 529100]
3320: Deutsche Telekom;(5626: Unknown), (9186: OniTelecom), (13156: Cabovisao, televisao por cabovisao, sa), (6453: Tata Communications), (3356: Level 3 AS 3356);31898: Oracle Cloud Infrastructure;0;0.395;1267;Oracle;12.6;('DE', 91.5),('CH', 105.625);('CH', 4),('DE', 1);[187158, 249183, 310468, 310497, 427934]
