source;intermediate;destination;with_ixp;percentage;total_paths;provider;avg_path_length;avg_latency;destination_countries;ids
2497: Internet Initiative Japan Inc. (IIJ); ;8075: Microsoft;0;95.918;49;Microsoft;10.32;('JP', 55.023),('KR', 76.316),('HK', 105.333),('SG', 135.5),('IN', 167.5),('AE', 211.2);('JP', 22),('KR', 11),('IN', 5),('HK', 3),('SG', 3),('AE', 3);[135337, 135395, 135419, 135478, 135507, 135511, 198482, 198517, 198521, 198556, 198574, 198685, 260783, 260910, 261021, 323286, 323381, 323528, 371662, 371740, 371749, 371762, 371797, 371823, 371986, 372128, 372169, 440455, 442231, 442264, 579381, 579526, 579548, 579586, 599565, 599569, 599592, 599595, 599637, 599680, 599821, 599837, 600031, 600032, 600038, 600061, 600069]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications);8075: Microsoft;0;2.041;49;Microsoft;11.0;('KR', 83.5);('KR', 1);[599809]
2497: Internet Initiative Japan Inc. (IIJ);(131933: TAMA Television);8075: Microsoft;1;2.041;49;Microsoft;6.0;('JP', 77.0);('JP', 1);[599626]
2497: Internet Initiative Japan Inc. (IIJ);(6453: Tata Communications), (4755: Tata Communications AS4755);14061: DigitalOcean;0;92.857;14;DigitalOcean;12.0;('IN', 279.12);('IN', 13);[135184, 135187, 135210, 260698, 260699, 323206, 323221, 440385, 510880, 510887, 510905, 579343, 579365]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (6453: Tata Communications), (4755: Tata Communications AS4755);14061: DigitalOcean;0;7.143;14;DigitalOcean;14.0;('IN', 132.0);('IN', 1);[371616]
2497: Internet Initiative Japan Inc. (IIJ); ;15169: Google LLC;0;84.211;19;Google;9.5;('JP', 73.581);('JP', 16);[134902, 134997, 198194, 198242, 198268, 260415, 371304, 440130, 440153, 508674, 508803, 508811, 578921, 578930, 598987, 599002]
2497: Internet Initiative Japan Inc. (IIJ);(4713: NTT Communications Corporation (OCN));15169: Google LLC;0;5.263;19;Google;10.0;('TW', 76.0);('TW', 1);[199524]
2497: Internet Initiative Japan Inc. (IIJ);(131933: TAMA Television);15169: Google LLC;0;5.263;19;Google;10.0;('JP', 70.0);('JP', 1);[598776]
2497: Internet Initiative Japan Inc. (IIJ);(17676: SoftBank Corp.);15169: Google LLC;0;5.263;19;Google;12.0;('HK', 67.0);('HK', 1);[599038]
2497: Internet Initiative Japan Inc. (IIJ); ;16509: Amazon.com;1;75.0;48;Amazon EC2;9.53;('JP', 60.8),('KR', 97.167),('SG', 162.684),('IN', 216.333);('JP', 14),('SG', 10),('KR', 9),('IN', 3);[134574, 134734, 197888, 197895, 197912, 197916, 198010, 260280, 260295, 260312, 322584, 322639, 322641, 322775, 370996, 371018, 371022, 371023, 439864, 439908, 439909, 439926, 439934, 439936, 508481, 508488, 508590, 508737, 578667, 578703, 598486, 598493, 598514, 598515, 598605, 599248]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ));16509: Amazon.com;1;2.083;48;Amazon EC2;12.0;('SG', 95.0);('SG', 1);[260151]
2497: Internet Initiative Japan Inc. (IIJ);(6453: Tata Communications);16509: Amazon.com;0;10.417;48;Amazon EC2;9.2;('HK', 123.2);('HK', 5);[198072, 322695, 371129, 598639, 598658]
2497: Internet Initiative Japan Inc. (IIJ);(2914: NTT Global IP Network);16509: Amazon.com;0;8.333;48;Amazon EC2;11.75;('HK', 163.25);('HK', 4);[134654, 134664, 260241, 508617]
2497: Internet Initiative Japan Inc. (IIJ); ;16509: Amazon.com;0;2.083;48;Amazon EC2;8.0;('IN', 331.0);('IN', 1);[198038]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (2914: NTT Global IP Network);16509: Amazon.com;0;2.083;48;Amazon EC2;13.0;('HK', 64.0);('HK', 1);[260271]
2497: Internet Initiative Japan Inc. (IIJ); ;20473: Choopa, LLC;0;60.0;15;Vultr;6.89;('JP', 36.333);('JP', 9);[135710, 135741, 261193, 372026, 440740, 440774, 509296, 600224, 600235]
2497: Internet Initiative Japan Inc. (IIJ);(2914: NTT Global IP Network);20473: Choopa, LLC;0;26.667;15;Vultr;10.0;('JP', 70.25);('JP', 4);[135683, 372101, 509352, 579703]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (2914: NTT Global IP Network);20473: Choopa, LLC;0;13.333;15;Vultr;13.0;('JP', 24.5);('JP', 2);[323813, 440792]
2497: Internet Initiative Japan Inc. (IIJ);(9498: Bharti Airtel);31898: Oracle Cloud Infrastructure;1;23.276;116;Oracle;10.52;('IN', 230.481);('IN', 27);[137233, 137245, 137283, 137345, 199156, 199181, 200617, 200628, 200661, 200681, 262808, 262868, 325618, 373617, 373707, 442389, 442402, 511018, 511116, 511172, 511194, 581250, 581307, 601947, 602099, 602164, 602165]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (9498: Bharti Airtel);31898: Oracle Cloud Infrastructure;1;0.862;116;Oracle;12.0;('IN', 136.0);('IN', 1);[262821]
2497: Internet Initiative Japan Inc. (IIJ);(17: Unknown), (2497: Internet Initiative Japan Inc. (IIJ)), (9498: Bharti Airtel);31898: Oracle Cloud Infrastructure;1;0.862;116;Oracle;12.0;('IN', 133.5);('IN', 1);[511037]
2497: Internet Initiative Japan Inc. (IIJ);(6453: Tata Communications);31898: Oracle Cloud Infrastructure;0;25.862;116;Oracle;10.03;('JP', 34.032),('KR', 110.88),('IN', 168.0);('JP', 16),('KR', 13),('IN', 1);[137504, 137505, 137510, 137577, 200247, 263038, 263380, 325751, 326117, 326134, 326171, 373875, 373876, 373943, 373969, 374257, 442298, 442553, 442605, 443164, 511420, 511429, 511488, 581522, 581669, 581857, 602054, 602343, 602350, 602424]
2497: Internet Initiative Japan Inc. (IIJ);(9318: SK Broadband);31898: Oracle Cloud Infrastructure;0;12.931;116;Oracle;10.0;('KR', 77.667);('KR', 15);[137784, 137841, 137842, 199887, 263184, 263201, 263252, 263261, 374048, 374129, 442999, 511713, 511727, 581896, 602594]
2497: Internet Initiative Japan Inc. (IIJ);(2914: NTT Global IP Network);31898: Oracle Cloud Infrastructure;0;9.483;116;Oracle;10.09;('JP', 102.952);('JP', 11);[137414, 137474, 137628, 199575, 374259, 374321, 442503, 442561, 581547, 602002, 602363]
2497: Internet Initiative Japan Inc. (IIJ);(3356: Level 3 AS 3356), (35819: Etihad Etisalat Company (Mobily));31898: Oracle Cloud Infrastructure;0;7.759;116;Oracle;10.78;('SA', 404.941);('SA', 9);[199495, 199503, 263118, 442920, 442955, 581711, 581732, 581739, 602260]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications), (3491: PCCW Global);31898: Oracle Cloud Infrastructure;0;1.724;116;Oracle;10.0;('IN', 152.75);('IN', 2);[373785, 602121]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (2914: NTT Global IP Network);31898: Oracle Cloud Infrastructure;0;1.724;116;Oracle;12.5;('JP', 23.5);('JP', 2);[374019, 374328]
2497: Internet Initiative Japan Inc. (IIJ);(17676: SoftBank Corp.), (6453: Tata Communications);31898: Oracle Cloud Infrastructure;0;1.724;116;Oracle;7.0;('JP', 15.0),('KR', 53.0);('JP', 1),('KR', 1);[581646, 602464]
2497: Internet Initiative Japan Inc. (IIJ);(3786: LG UPlus);31898: Oracle Cloud Infrastructure;0;1.724;116;Oracle;11.0;('KR', 97.0);('KR', 2);[602411, 602444]
2497: Internet Initiative Japan Inc. (IIJ);(2514: NTT PC Communications (InfoSphere)), (6453: Tata Communications);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;11.0;('KR', 45.5);('KR', 1);[137551]
2497: Internet Initiative Japan Inc. (IIJ);(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (3356: Level 3 AS 3356), (35819: Etihad Etisalat Company (Mobily));31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;14.0;('SA', 377.5);('SA', 1);[199475]
2497: Internet Initiative Japan Inc. (IIJ);(2519: ARTERIA Networks Corporation (Vectant)), (4637: Telstra (International)), (3356: Level 3 AS 3356), (35819: Etihad Etisalat Company (Mobily));31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;16.0;('SA', 356.5);('SA', 1);[199488]
2497: Internet Initiative Japan Inc. (IIJ);(2519: ARTERIA Networks Corporation (Vectant)), (2914: NTT Global IP Network);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;10.0;('JP', 14.5);('JP', 1);[199640]
2497: Internet Initiative Japan Inc. (IIJ);(2516: KDDI), (2914: NTT Global IP Network);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;13.0;('JP', 62.0);('JP', 1);[262936]
2497: Internet Initiative Japan Inc. (IIJ);(1299: Telia Carrier), (35819: Etihad Etisalat Company (Mobily));31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;12.0;('SA', 379.5);('SA', 1);[325912]
2497: Internet Initiative Japan Inc. (IIJ);(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (9498: Bharti Airtel);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;14.0;('IN', 136.5);('IN', 1);[442314]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications), (2497: Internet Initiative Japan Inc. (IIJ)), (6453: Tata Communications);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;13.0;('JP', 18.0);('JP', 1);[442576]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications), (3491: PCCW Global), (9498: Bharti Airtel);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;12.0;('IN', 307.5);('IN', 1);[511039]
2497: Internet Initiative Japan Inc. (IIJ);(2516: KDDI), (6453: Tata Communications);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;9.0;('IN', 337.0);('IN', 1);[511156]
2497: Internet Initiative Japan Inc. (IIJ);(17: Unknown), (2497: Internet Initiative Japan Inc. (IIJ)), (3356: Level 3 AS 3356), (35819: Etihad Etisalat Company (Mobily));31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;12.0;('SA', 291.0);('SA', 1);[511377]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications), (2516: KDDI);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;10.0;('KR', 117.0);('KR', 1);[511672]
2497: Internet Initiative Japan Inc. (IIJ);(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;11.0;('JP', 12.5);('JP', 1);[581606]
2497: Internet Initiative Japan Inc. (IIJ);(17676: SoftBank Corp.), (2914: NTT Global IP Network), (3356: Level 3 AS 3356), (35819: Etihad Etisalat Company (Mobily));31898: Oracle Cloud Infrastructure;0;0.862;116;Oracle;10.0;('SA', 414.0);('SA', 1);[581721]
2497: Internet Initiative Japan Inc. (IIJ);(3491: PCCW Global);36351: SoftLayer Technologies, Inc. (an IBM Company);0;66.667;21;IBM;11.93;('JP', 42.107);('JP', 14);[137075, 137089, 137141, 137145, 325130, 325160, 373404, 442144, 442146, 442150, 510801, 510854, 601789, 601807]
2497: Internet Initiative Japan Inc. (IIJ);(2914: NTT Global IP Network);36351: SoftLayer Technologies, Inc. (an IBM Company);0;19.048;21;IBM;12.5;('JP', 70.25);('JP', 4);[137142, 199742, 442157, 442194]
2497: Internet Initiative Japan Inc. (IIJ);(2516: KDDI);36351: SoftLayer Technologies, Inc. (an IBM Company);1;4.762;21;IBM;9.0;('JP', 116.0);('JP', 1);[510841]
2497: Internet Initiative Japan Inc. (IIJ);(17676: SoftBank Corp.);36351: SoftLayer Technologies, Inc. (an IBM Company);1;4.762;21;IBM;7.0;('JP', 26.0);('JP', 1);[580962]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications);36351: SoftLayer Technologies, Inc. (an IBM Company);1;4.762;21;IBM;10.0;('JP', 23.5);('JP', 1);[601833]
2497: Internet Initiative Japan Inc. (IIJ);(2914: NTT Global IP Network);45102: Alibaba;0;24.138;116;Alibaba;10.86;('JP', 105.5),('CN', 149.933),('MY', 170.966);('MY', 15),('CN', 8),('JP', 5);[136497, 136583, 136963, 137002, 137012, 198998, 262033, 324706, 325274, 325387, 373011, 373026, 373264, 441603, 441616, 441854, 442019, 442038, 442082, 510251, 510257, 510282, 510296, 580628, 580629, 580783, 601414, 601532]
2497: Internet Initiative Japan Inc. (IIJ);(2914: NTT Global IP Network), (10217: NTT Indonesia);45102: Alibaba;0;12.931;116;Alibaba;11.47;('ID', 186.4);('ID', 15);[136603, 200402, 262120, 262158, 324859, 373063, 373088, 441690, 441722, 510126, 580886, 580914, 580960, 601230, 601234]
2497: Internet Initiative Japan Inc. (IIJ);(7473: Singapore Telecommunications Limited);45102: Alibaba;0;9.483;116;Alibaba;12.18;('SG', 239.05);('SG', 11);[136428, 324536, 324601, 441538, 441550, 510190, 580376, 580394, 580422, 600904, 600923]
2497: Internet Initiative Japan Inc. (IIJ);(17676: SoftBank Corp.);45102: Alibaba;0;9.483;116;Alibaba;6.91;('JP', 30.773);('JP', 11);[136688, 200073, 262428, 262443, 325362, 373205, 373278, 510433, 510445, 580760, 601351]
2497: Internet Initiative Japan Inc. (IIJ); ;45102: Alibaba;0;7.759;116;Alibaba;7.67;('JP', 27.529);('JP', 9);[136694, 136701, 136727, 200083, 373220, 373281, 441829, 510438, 601347]
2497: Internet Initiative Japan Inc. (IIJ);(3491: PCCW Global);45102: Alibaba;0;7.759;116;Alibaba;9.89;('CN', 94.833);('CN', 9);[136944, 136956, 262543, 373491, 373495, 442084, 510578, 601578, 601594]
2497: Internet Initiative Japan Inc. (IIJ);(6453: Tata Communications), (15802: Emirates Integrated Telecommunication Company PJSC);45102: Alibaba;0;6.034;116;Alibaba;13.43;('AE', 207.571);('AE', 7);[136923, 262343, 325042, 441975, 601685, 601706, 601717]
2497: Internet Initiative Japan Inc. (IIJ);(2914: NTT Global IP Network), (15802: Emirates Integrated Telecommunication Company PJSC);45102: Alibaba;0;3.448;116;Alibaba;12.75;('AE', 338.286);('AE', 4);[262327, 373440, 441955, 441984]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (2914: NTT Global IP Network);45102: Alibaba;0;2.586;116;Alibaba;13.67;('JP', 21.5),('CN', 61.0),('MY', 95.0);('MY', 1),('JP', 1),('CN', 1);[373048, 441869, 442037]
2497: Internet Initiative Japan Inc. (IIJ);(6453: Tata Communications), (4755: Tata Communications AS4755);45102: Alibaba;0;0.862;116;Alibaba;11.0;('IN', 156.5);('IN', 1);[136804]
2497: Internet Initiative Japan Inc. (IIJ);(2514: NTT PC Communications (InfoSphere)), (6453: Tata Communications), (4755: Tata Communications AS4755);45102: Alibaba;0;0.862;116;Alibaba;11.0;('IN', 353.0);('IN', 1);[136805]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (2914: NTT Global IP Network), (15802: Emirates Integrated Telecommunication Company PJSC);45102: Alibaba;0;0.862;116;Alibaba;15.0;('AE', 152.5);('AE', 1);[441958]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (2914: NTT Global IP Network), (10217: NTT Indonesia);45102: Alibaba;0;0.862;116;Alibaba;13.0;('ID', 101.5);('ID', 1);[510133]
2497: Internet Initiative Japan Inc. (IIJ);(17: Unknown), (2497: Internet Initiative Japan Inc. (IIJ)), (2914: NTT Global IP Network);45102: Alibaba;0;0.862;116;Alibaba;13.0;('MY', 92.0);('MY', 1);[510336]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications), (3491: PCCW Global), (9498: Bharti Airtel);45102: Alibaba;0;0.862;116;Alibaba;11.0;('IN', 318.0);('IN', 1);[510505]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications), (2497: Internet Initiative Japan Inc. (IIJ)), (3491: PCCW Global);45102: Alibaba;0;0.862;116;Alibaba;14.0;('CN', 72.0);('CN', 1);[510608]
2497: Internet Initiative Japan Inc. (IIJ);(9617: Unknown), (9824: Jupiter Telecommunications), (2914: NTT Global IP Network);45102: Alibaba;0;0.862;116;Alibaba;9.0;('MY', 101.5);('MY', 1);[580602]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications);45102: Alibaba;0;0.862;116;Alibaba;8.0;('JP', 23.5);('JP', 1);[601411]
2497: Internet Initiative Japan Inc. (IIJ);(9498: Bharti Airtel);45102: Alibaba;1;8.621;116;Alibaba;11.0;('IN', 211.889);('IN', 10);[262283, 373167, 441763, 441774, 441775, 441790, 510527, 580846, 601318, 601319]
2497: Internet Initiative Japan Inc. (IIJ);(6453: Tata Communications);63949: Linode AS63949;0;28.571;28;Linode;10.5;('IN', 197.8);('IN', 8);[261432, 261441, 261449, 261457, 261496, 324028, 440846, 440871]
2497: Internet Initiative Japan Inc. (IIJ);(2914: NTT Global IP Network);63949: Linode AS63949;0;25.0;28;Linode;10.71;('JP', 55.308);('JP', 7);[135852, 261368, 323912, 509501, 579867, 579877, 579929]
2497: Internet Initiative Japan Inc. (IIJ);(3491: PCCW Global);63949: Linode AS63949;0;21.429;28;Linode;9.67;('JP', 50.417);('JP', 6);[323891, 323899, 440985, 579851, 579868, 599919]
2497: Internet Initiative Japan Inc. (IIJ);(1273: Vodafone Global Network), (55410: Vodafone India);63949: Linode AS63949;0;10.714;28;Linode;11.0;('IN', 221.0);('IN', 3);[579810, 600283, 600342]
2497: Internet Initiative Japan Inc. (IIJ);(9997: Cable Net Suzuka Co.,Ltd.), (2497: Internet Initiative Japan Inc. (IIJ)), (2914: NTT Global IP Network);63949: Linode AS63949;0;7.143;28;Linode;13.5;('JP', 27.0);('JP', 2);[261365, 372345]
2497: Internet Initiative Japan Inc. (IIJ);(2514: NTT PC Communications (InfoSphere)), (6453: Tata Communications);63949: Linode AS63949;0;3.571;28;Linode;10.0;('IN', 255.0);('IN', 1);[135879]
2497: Internet Initiative Japan Inc. (IIJ);(2527: Sony Network Communications);63949: Linode AS63949;1;3.571;28;Linode;8.0;('JP', 23.5);('JP', 1);[509555]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN));8075: Microsoft;0;100.0;35;Microsoft;10.17;('JP', 28.697),('KR', 72.4),('SG', 107.667),('IN', 147.5);('JP', 17),('KR', 10),('IN', 5),('SG', 3);[135328, 135362, 135539, 198595, 198646, 260788, 260937, 261019, 323320, 323374, 323465, 323476, 323524, 323630, 371731, 371741, 371774, 371822, 371928, 371941, 371946, 371967, 371969, 371989, 372156, 372159, 440419, 440432, 440451, 440656, 509216, 579267, 579291, 599570, 599617]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN));15169: Google LLC;0;85.714;28;Google;10.79;('JP', 27.763),('TW', 52.5),('HK', 59.5),('SG', 134.333);('JP', 19),('SG', 3),('HK', 1),('TW', 1);[134823, 198252, 260345, 260377, 260440, 322868, 371306, 371312, 371328, 371445, 371521, 440061, 440084, 508668, 508783, 578857, 578872, 578879, 579089, 579096, 579115, 598748, 598943, 598965]
2510: Fujitsu Limited;(17523: Unknown), (2907: National Institute of Informatics);15169: Google LLC;0;7.143;28;Google;10.0;('JP', 18.25);('JP', 2);[440045, 440134]
2510: Fujitsu Limited;(2516: KDDI), (131920: WirelessGate);15169: Google LLC;0;3.571;28;Google;11.0;('TW', 153.5);('TW', 1);[371361]
2510: Fujitsu Limited;(2516: KDDI), (131920: WirelessGate);15169: Google LLC;1;3.571;28;Google;11.0;('HK', 141.0);('HK', 1);[371452]
2510: Fujitsu Limited;(2516: KDDI), (131920: WirelessGate);16509: Amazon.com;1;5.263;19;Amazon EC2;13.0;('JP', 88.0);('JP', 1);[260191]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);16509: Amazon.com;0;57.895;19;Amazon EC2;11.64;('JP', 41.0),('HK', 84.417),('SG', 93.0);('HK', 6),('JP', 3),('SG', 2);[260193, 260206, 322579, 322590, 322698, 322739, 370998, 371146, 439997, 508620, 598713]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN));16509: Amazon.com;0;36.842;19;Amazon EC2;8.86;('KR', 46.5),('SG', 97.5),('JP', 108.667);('JP', 4),('SG', 2),('KR', 1);[439852, 439885, 439904, 439918, 508530, 598484, 598541]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);20473: Choopa, LLC;0;91.667;12;Vultr;8.91;('JP', 22.545);('JP', 11);[135655, 323757, 372091, 440773, 509313, 509323, 509357, 509361, 509383, 579716, 600227]
2510: Fujitsu Limited;(17523: Unknown), (2907: National Institute of Informatics), (4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);20473: Choopa, LLC;1;8.333;12;Vultr;11.0;('JP', 14.5);('JP', 1);[440781]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);31898: Oracle Cloud Infrastructure;0;32.787;61;Oracle;10.7;('JP', 36.743),('KR', 69.0);('JP', 18),('KR', 2);[137403, 137470, 137655, 137658, 199880, 200200, 263213, 326180, 373941, 373947, 374301, 442514, 442518, 443165, 511227, 511231, 511288, 511545, 511601, 581463]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (9318: SK Broadband);31898: Oracle Cloud Infrastructure;0;16.393;61;Oracle;12.7;('KR', 82.0);('KR', 10);[199834, 263194, 325831, 374062, 374079, 374082, 374118, 443050, 511692, 511712]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (9498: Bharti Airtel);31898: Oracle Cloud Infrastructure;0;14.754;61;Oracle;13.33;('IN', 194.444);('IN', 9);[137170, 137181, 137229, 200660, 200692, 262722, 325648, 442327, 442345]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (9286: Unknown);31898: Oracle Cloud Infrastructure;0;14.754;61;Oracle;12.33;('KR', 85.111);('KR', 9);[137570, 200967, 373833, 373852, 373906, 442623, 442631, 581787, 602434]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (3491: PCCW Global);31898: Oracle Cloud Infrastructure;0;8.197;61;Oracle;13.0;('IN', 154.333);('IN', 5);[137356, 137369, 262834, 325511, 442403]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (3356: Level 3 AS 3356), (35819: Etihad Etisalat Company (Mobily));31898: Oracle Cloud Infrastructure;0;6.557;61;Oracle;14.25;('SA', 356.125);('SA', 4);[263161, 442954, 511346, 581715]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (3491: PCCW Global), (9498: Bharti Airtel);31898: Oracle Cloud Infrastructure;0;4.918;61;Oracle;15.0;('IN', 178.833);('IN', 3);[373749, 581278, 581293]
2510: Fujitsu Limited;(138384: Rakuten Mobile), (2497: Internet Initiative Japan Inc. (IIJ)), (6453: Tata Communications);31898: Oracle Cloud Infrastructure;0;1.639;61;Oracle;11.0;('JP', 41.0);('JP', 1);[511571]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);36351: SoftLayer Technologies, Inc. (an IBM Company);0;92.308;13;IBM;12.42;('JP', 28.458);('JP', 12);[137078, 137096, 199725, 199774, 262630, 325129, 442148, 442187, 510788, 510796, 580973, 581023]
2510: Fujitsu Limited;(2516: KDDI), (131920: WirelessGate);36351: SoftLayer Technologies, Inc. (an IBM Company);1;7.692;13;IBM;9.0;('JP', 186.5);('JP', 1);[373339]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);45102: Alibaba;0;49.206;63;Alibaba;10.81;('JP', 52.875),('CN', 102.188),('MY', 129.476);('JP', 12),('MY', 11),('CN', 8);[136516, 136519, 136712, 136763, 136770, 136954, 200141, 262023, 262040, 262470, 324781, 325342, 372983, 373505, 441625, 441655, 441845, 441857, 441905, 442008, 442071, 442079, 510273, 510281, 510411, 510416, 510605, 601424, 601522, 601570, 601661]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (10217: NTT Indonesia);45102: Alibaba;0;15.873;63;Alibaba;12.4;('ID', 132.5);('ID', 10);[136623, 262133, 262173, 324844, 324872, 373087, 441677, 441731, 580929, 601160]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (15802: Emirates Integrated Telecommunication Company PJSC);45102: Alibaba;0;12.698;63;Alibaba;13.38;('AE', 207.4);('AE', 8);[136887, 136924, 262310, 262340, 325038, 581158, 581184, 601707]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (7632: First Media Exchange);45102: Alibaba;0;6.349;63;Alibaba;13.5;('SG', 99.125);('SG', 4);[261982, 261993, 324554, 324572]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (3491: PCCW Global), (9498: Bharti Airtel);45102: Alibaba;0;6.349;63;Alibaba;14.0;('IN', 167.625);('IN', 4);[262227, 262233, 373174, 601256]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (6453: Tata Communications);45102: Alibaba;0;6.349;63;Alibaba;14.25;('SG', 131.875);('SG', 4);[441514, 580383, 600939, 600972]
2510: Fujitsu Limited;(2516: KDDI), (131920: WirelessGate), (2516: KDDI), (3491: PCCW Global);45102: Alibaba;0;1.587;63;Alibaba;13.0;('CN', 136.0);('CN', 1);[442077]
2510: Fujitsu Limited;(17523: Unknown), (2907: National Institute of Informatics), (4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network), (10217: NTT Indonesia);45102: Alibaba;1;1.587;63;Alibaba;12.0;('ID', 94.0);('ID', 1);[262184]
2510: Fujitsu Limited;(4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);63949: Linode AS63949;0;81.818;11;Linode;10.67;('JP', 34.667);('JP', 9);[135798, 198795, 198837, 261417, 372325, 372333, 440969, 440988, 579856]
2510: Fujitsu Limited;(2516: KDDI), (6453: Tata Communications);63949: Linode AS63949;0;9.091;11;Linode;10.0;('IN', 455.0);('IN', 1);[579769]
2510: Fujitsu Limited;(17523: Unknown), (2907: National Institute of Informatics), (4713: NTT Communications Corporation (OCN)), (2914: NTT Global IP Network);63949: Linode AS63949;1;9.091;11;Linode;11.0;('JP', 22.0);('JP', 1);[261360]
2514: NTT PC Communications (InfoSphere); ;8075: Microsoft;0;64.706;34;Microsoft;11.86;('KR', 43.2),('HK', 70.0),('JP', 110.583),('IN', 126.667),('AE', 176.75);('KR', 10),('JP', 6),('IN', 3),('AE', 2),('HK', 1);[135312, 135577, 135590, 198623, 260745, 260912, 261036, 261171, 323551, 323651, 372134, 372160, 440409, 509008, 509155, 509181, 579522, 579539, 579590, 599584, 599692, 599783]
